Nama Paket,Instansi,preprocessing
PENGADAAN JASA JARINGAN INTERNET DAN SERVER CHS spse 3  Jasa Lainnya - TA 2015 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Komisi Nasional Hak Asasi Manusia,pengadaan jasa jaringan internet server chs spse 3 jasa lainnya ta 2015 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Konsultasi Perencanaan dan Perancangan Sistem Teknologi Informasi Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) spse 3  Evaluasi UlangJasa Konsultansi Badan Usaha - TA 2015 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultasi perencanaan perancangan sistem teknologi informasi komite percepatan penyediaan infrastruktur prioritas kppip spse 3 evaluasi ulangjasa konsultansi badan usaha ta 2015 seleksi umum prakualifikasi file kualitas biayanilai kontrak nilai kontrak dibuat
Pembangunan Gedung Gudang Arsip Kementerian PPN/Bappenas spse 3  Pekerjaan Konstruksi - TA 2015 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pembangunan gedung gudang arsip kementerian ppn/bappenas spse 3 pekerjaan konstruksi ta 2015 lelang umum pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Jasa Konsultansi Perorangan Tenaga Ahli Senior Sektor Perkeretaapian Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) (Lelang Ulang) spse 3  Jasa Konsultansi Perorangan - TA 2015 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,jasa konsultansi perorangan tenaga ahli senior sektor perkeretaapian komite percepatan penyediaan infrastruktur prioritas kppip lelang ulang spse 3 jasa konsultansi perorangan ta 2015 seleksi umum pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Jasa Konsultansi Perorangan Tenaga Ahli Senior Sektor Infrastruktur Jalan Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) (Lelang Ulang) spse 3  Jasa Konsultansi Perorangan - TA 2015 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,jasa konsultansi perorangan tenaga ahli senior sektor infrastruktur jalan komite percepatan penyediaan infrastruktur prioritas kppip lelang ulang spse 3 jasa konsultansi perorangan ta 2015 seleksi umum pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
"Jasa Konsultansi
Penyusunan Pra-Studi Kelayakan untuk Kilang Minyak Baru di Bontang 
Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP)
 spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,jasa konsultansi penyusunan pra-studi kelayakan kilang minyak baru bontang komite percepatan penyediaan infrastruktur prioritas kppip spse 3 jasa konsultansi badan usaha ta 2015 seleksi umum prakualifikasi file kualitas biayanilai kontrak nilai kontrak dibuat
"Jasa Konsultansi
PENYUSUNAN KAJIAN AMDAL 
JALAN TOL PANIMBANG - SERANG
 spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,jasa konsultansi penyusunan kajian amdal jalan tol panimbang serang spse 3 jasa konsultansi badan usaha ta 2015 seleksi umum prakualifikasi file kualitas biayanilai kontrak nilai kontrak dibuat
Pengadaan peralatan Pemancar FM 20 KW Solid State 2 Unit + Combiner System Kantor Pusat LPP RRI Tahun Anggaran 2015 Tender Ulang spse 3  Pengadaan Barang - TA 2015 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Radio Republik Indonesia,pengadaan peralatan pemancar fm 20 kw solid state 2 unit combiner system kantor pusat lpp rri tahun anggaran 2015 tender ulang spse 3 pengadaan barang ta 2015 lelang umum pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Konsultansi Kajian Kemungkinan Pendirian Perusahaan Penjamin Ulang Tahun 2015 Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi kajian kemungkinan pendirian perusahaan penjamin ulang tahun 2015 seleksi ulang spse 3 jasa konsultansi badan usaha ta 2015 seleksi umum prakualifikasi file kualitas biayanilai kontrak nilai kontrak dibuat
"Pengadaan Jasa Konsultansi Badan Usaha KAJIAN EFEKTIVITAS PELAKSANAAN ANGGARAN PENDAPATAN DAN BELANJA NEGARA PERUBAHAN (APBN-P)
 spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi badan usaha kajian efektivitas pelaksanaan anggaran pendapatan belanja negara perubahan apbn-p spse 3 jasa konsultansi badan usaha ta 2015 seleksi sederhana pascakualifikasi satu file pagu anggarannilai kontrak nilai kontrak dibuat
"Pengadaan Jasa Konsultansi Badan Usaha Kajian Efektivitas Fasilitas Pajak Penghasilan untuk Penanaman Modal di Bidang-Bidang Usaha Tertentu Dan/Atau di Daerah-Daerah Tertentu (Tax Allowance)
 Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi badan usaha kajian efektivitas fasilitas pajak penghasilan penanaman modal bidang-bidang usaha tertentu dan/atau daerah-daerah tertentu tax allowance seleksi ulang spse 3 jasa konsultansi badan usaha ta 2015 seleksi sederhana pascakualifikasi satu file pagu anggarannilai kontrak nilai kontrak dibuat
"Kajian Peningkatan Kerja Sama Pemerintah Pusat, Pemerintah Daerah, dan Dunia Usaha Dalam Rangka Mendukung Pembangunan Berkelanjutan Melalui Kemitraan Program Tanggung Jawab Sosial Perusahaan spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,kajian peningkatan kerja sama pemerintah pusat pemerintah daerah dunia usaha rangka mendukung pembangunan berkelanjutan melalui kemitraan program tanggung jawab sosial perusahaan spse 3 jasa konsultansi badan usaha ta 2015 seleksi umum prakualifikasi file kualitas biayanilai kontrak nilai kontrak dibuat
Lisensi Software Monitoring Security spse 4  Pengadaan Barang - TA null - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,lisensi software monitoring security spse 4 pengadaan barang ta null tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Lisensi Software Big Data spse 4  Pengadaan Barang - TA null - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,pengadaan lisensi software big data spse 4 pengadaan barang ta null tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"REVIEW DETAIL ENGINEERING DESIGN (DED) PENGEMBANGAN JARINGAN PIPA AIR LIMBAH JALAN DENPASAR spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File Biaya TerendahNilai Kontrak : Rp 40.985.000,00",PD PAL Jaya,"review detail engineering design ded pengembangan jaringan pipa air limbah jalan denpasar spse 3 jasa konsultansi badan usaha ta 2015 seleksi sederhana pascakualifikasi satu file biaya terendahnilai kontrak rp 40.985.000,00"
PENGADAAN JASA PENYUSUNAN PROFIL ASSESSMENT CALON PIMPINAN KOMISI PEMBERANTASAN KORUPSI MASA JABATAN 2015-2019 spse 4  Jasa Konsultansi Badan Usaha - TA null - Seleksi Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Sekretariat Negara,pengadaan jasa penyusunan profil assessment calon pimpinan komisi pemberantasan korupsi masa jabatan 2015-2019 spse 4 jasa konsultansi badan usaha ta null seleksi cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"REVIEW DETAIL ENGINEERING DESIGN (DED) PENGEMBANGAN JARINGAN PIPA AIR LIMBAH SUDIRMAN SISI TIMUR spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File Biaya TerendahNilai Kontrak : Rp 95.883.150,00",PD PAL Jaya,"review detail engineering design ded pengembangan jaringan pipa air limbah sudirman sisi timur spse 3 jasa konsultansi badan usaha ta 2015 seleksi sederhana pascakualifikasi satu file biaya terendahnilai kontrak rp 95.883.150,00"
E-Lelang Itemized Katalog Surat Kabar spse 3  Jasa Lainnya - TA 2015 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,e-lelang itemized katalog surat kabar spse 3 jasa lainnya ta 2015 lelang umum pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pekerjaan Konstruksi Pembangunan Data Center (Ruang Server) LKPP TA. 2015 spse 3  Pekerjaan Konstruksi - TA 2015 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,pekerjaan konstruksi pembangunan data center ruang server lkpp ta 2015 spse 3 pekerjaan konstruksi ta 2015 lelang pemilihan langsung pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Handset IP-Phone LKPP TA. 2015 Tender Ulang spse 3  Pengadaan Barang - TA 2015 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,pengadaan handset ip-phone lkpp ta 2015 tender ulang spse 3 pengadaan barang ta 2015 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"REVIEW DETAIL ENGINEERING DESIGN (DED) PENGEMBANGAN JARINGAN PIPA AIR LIMBAH SCBD - WIDYA CHANDRA spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File Biaya TerendahNilai Kontrak : Rp 41.084.000,00",PD PAL Jaya,"review detail engineering design ded pengembangan jaringan pipa air limbah scbd widya chandra spse 3 jasa konsultansi badan usaha ta 2015 seleksi sederhana pascakualifikasi satu file biaya terendahnilai kontrak rp 41.084.000,00"
"Pengadaan Jasa Konsultansi Perorangan Tenaga Analis Bidang Hukum Komite Percepatan Penyediaan Infrastruktur Prioritas (Kppip)
 spse 3  Jasa Konsultansi Perorangan - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi perorangan tenaga analis bidang hukum komite percepatan penyediaan infrastruktur prioritas kppip spse 3 jasa konsultansi perorangan ta 2015 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Jasa Konsultansi Perorangan Tenaga Analis Finansial Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP)  spse 3  Jasa Konsultansi Perorangan - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,jasa konsultansi perorangan tenaga analis finansial komite percepatan penyediaan infrastruktur prioritas kppip spse 3 jasa konsultansi perorangan ta 2015 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Senior Procurement Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) spse 3  Jasa Konsultansi Perorangan - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi perorangan tenaga ahli senior procurement komite percepatan penyediaan infrastruktur prioritas kppip spse 3 jasa konsultansi perorangan ta 2015 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
"Pengadaan Jasa Konsultansi Perorangan
TENAGA AHLI SENIOR SEKTOR SUMBER DAYA AIR KOMITE PERCEPATAN PENYEDIAAN INFRASTRUKTUR PRIORITAS (KPPIP)
 spse 3  Jasa Konsultansi Perorangan - TA 2015 - Seleksi Umum - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi perorangan tenaga ahli senior sektor sumber daya air komite percepatan penyediaan infrastruktur prioritas kppip spse 3 jasa konsultansi perorangan ta 2015 seleksi umum pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Belanja Modal Peralatan dan Mesin (Pengadaan Peralatan Pemancar FM 5 KW) spse 3  Pengadaan Barang - TA 2015 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Penyiaran Radio Republik Indonesia,belanja modal peralatan mesin pengadaan peralatan pemancar fm 5 kw spse 3 pengadaan barang ta 2015 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Jasa Konsultansi Perorangan Tenaga Ahli Komunikasi Komite Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) spse 3  Jasa Konsultansi Perorangan - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,jasa konsultansi perorangan tenaga ahli komunikasi komite percepatan penyediaan infrastruktur prioritas kppip spse 3 jasa konsultansi perorangan ta 2015 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Pengadaan   Sewa   Ruang Kantor   Komite   Percepatan Penyediaan Infrastruktur Prioritas (KPPIP) tahun 2015  spse 3  Jasa Lainnya - TA 2015 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan sewa ruang kantor komite percepatan penyediaan infrastruktur prioritas kppip tahun 2015 spse 3 jasa lainnya ta 2015 lelang umum pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"Pengadaan Alat Komunikasi Tender Ulang spse 3  Pengadaan Barang - TA 2015 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 4.857.000.000,00",Kementerian Komunikasi Dan Informatika,"pengadaan alat komunikasi tender ulang spse 3 pengadaan barang ta 2015 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak rp 4.857.000.000,00"
Jasa Konsultan Perencana Pekerjaan Rehabilitasi Gedung Kementerian Perencanaan Pembangunan Nasional/Bappenas   Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,jasa konsultan perencana pekerjaan rehabilitasi gedung kementerian perencanaan pembangunan nasional/bappenas seleksi ulang spse 3 jasa konsultansi badan usaha ta 2015 seleksi sederhana pascakualifikasi satu file pagu anggarannilai kontrak nilai kontrak dibuat
"PENGADAAN JASA KONSULTAN KAJIAN SUBSIDI TRANSPORTASI ANGKUTAN UMUM PERKOTAAN UNTUK MENDORONG PERTUMBUHAN EKONOMI
 spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultan kajian subsidi transportasi angkutan umum perkotaan mendorong pertumbuhan ekonomi spse 3 jasa konsultansi badan usaha ta 2015 seleksi umum prakualifikasi file kualitas biayanilai kontrak nilai kontrak dibuat
PENGADAAN KAJIAN PENINGKATAN KINERJA ANGKUTAN PENYEBARANGAN DI MERAK DAN BAKAHEUNI GUNA MENDORONG PERTUMBUHAN EKONOMI spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan kajian peningkatan kinerja angkutan penyebarangan merak bakaheuni mendorong pertumbuhan ekonomi spse 3 jasa konsultansi badan usaha ta 2015 seleksi umum prakualifikasi file kualitas biayanilai kontrak nilai kontrak dibuat
"REVIEW DETAIL ENGINEERING DESIGN  (DED) PENGEMBANGAN JARINGAN PIPA AIR LIMBAH GATOT SUBROTO SISI SELATAN spse 3  Evaluasi UlangJasa Konsultansi Badan Usaha - TA 2015 - Seleksi Umum - Prakualifikasi Dua File Kualitas dan BiayaNilai Kontrak : Rp 187.461.670,00",PD PAL Jaya,"review detail engineering design ded pengembangan jaringan pipa air limbah gatot subroto sisi selatan spse 3 evaluasi ulangjasa konsultansi badan usaha ta 2015 seleksi umum prakualifikasi file kualitas biayanilai kontrak rp 187.461.670,00"
Pengadaan Jasa Konsultansi Badan Usaha Kajian Peran Lembaga Linkage dalam Meningkatkan Pembiayaan/Kredit Kepada UMKM spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi badan usaha kajian peran lembaga linkage meningkatkan pembiayaan/kredit umkm spse 3 jasa konsultansi badan usaha ta 2015 seleksi sederhana pascakualifikasi satu file pagu anggarannilai kontrak nilai kontrak dibuat
"Pengadaan Jasa Konsultansi Badan Usaha Kajian Awal Pembentukan Dana Amanah Program Kemitraan Dan Bina Lingkungan Badan Usaha Milik Negera
 spse 3  Jasa Konsultansi Badan Usaha - TA 2015 - Seleksi Sederhana - Pascakualifikasi Satu File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi badan usaha kajian awal pembentukan dana amanah program kemitraan bina lingkungan badan usaha milik negera spse 3 jasa konsultansi badan usaha ta 2015 seleksi sederhana pascakualifikasi satu file pagu anggarannilai kontrak nilai kontrak dibuat
